device_id,gender,age,group
8394247374153253981,0,61,043+
-7543483815522890432,1,26,123-26
-3941759424988842244,1,25,123-26
1063013963338285795,0,24,024-26
-6853709245806733511,1,45,139+
-1291152380450900857,0,24,024-26
4767219662133171496,1,26,123-26
-1289283835807443392,1,20,122-
-2558410965214666266,1,21,122-
-115512430699811325,1,48,139+
1147909778299936387,1,18,122-
-6606732354687388286,0,19,023-
-1731029714525634871,1,34,132-38
2813256577030654127,1,26,123-26
-2536346444991946589,1,23,123-26
3953930836576396066,0,20,023-
-6985215472500210690,0,35,033-42
4338759512477412636,1,29,129-31
2715516945038665705,0,66,043+
1447562822017908448,0,27,027-28
2091581396310881848,0,27,027-28
9181232616467004118,1,23,123-26
1052872047402580097,0,48,043+
5154841917615378689,1,26,123-26
2886059892855376285,1,20,122-
-936812869372336543,0,24,024-26
-1371508652548089146,1,21,122-
3210721740948086972,1,21,122-
2114700994463432342,1,30,129-31
-1479316582983262455,1,17,122-
-6186422228716470867,0,23,023-
2220993552035694582,0,20,023-
-3271605665765401573,1,44,139+
-4191086155502434720,0,27,027-28
5162181496749330558,1,25,123-26
697271465410437073,0,26,024-26
-918765655057558339,0,44,043+
-8649171519338790144,1,25,123-26
-4856949507734966091,1,42,139+
5276957211835672341,1,33,132-38
-1928674179468888765,0,18,023-
-6721513327148681124,1,34,132-38
-9105987440015885683,1,30,129-31
8652199066325293349,0,25,024-26
5992187684781887668,0,19,023-
8211166719562134311,0,30,029-32
9014823876968663365,0,21,023-
207038927672406450,0,21,023-
-2710537265160245557,0,21,023-
-3906202758864439215,1,22,122-
-1514305033982831722,0,33,033-42
4169804168990651677,1,17,122-
-1745367195018348752,1,18,122-
-5578007502427053939,1,18,122-
-8926408346984341352,1,40,139+
-290955718937342,1,45,139+
2987212165886919059,0,27,027-28
-8499352703076754377,1,31,129-31
-3814956763625961329,0,22,023-
7906129382900310580,1,27,127-28
-6621037777093697895,0,41,033-42
-5033309793490699106,1,35,132-38
3870754072694490360,0,26,024-26
138350499349347566,1,26,123-26
5341299052364067014,0,24,024-26
-4705288161493208861,1,22,122-
4291653167742813099,1,36,132-38
7598269415943732442,1,24,123-26
7723911712556820898,1,24,123-26
2926877955913604795,1,24,123-26
-1314820011602782391,1,24,123-26
-5159185697573553681,1,24,123-26
-658806765489210570,0,29,029-32
1834910065356063214,1,28,127-28
-961213701678751508,1,17,122-
6045842494506549944,1,17,122-
-2842528287122680978,1,37,132-38
-1092754196017613336,1,16,122-
3592965557214652370,1,33,132-38
895845376657337243,1,25,123-26
3366693726941242735,0,31,029-32
-8223091356578994723,1,27,127-28
-5245103984937500257,0,24,024-26
-8234998697939952293,1,40,139+
-5034960706390356263,1,40,139+
-4835559439082546319,1,40,139+
-8072510140230872048,1,27,127-28
3354726046302321754,1,34,132-38
9129525657121240657,1,53,139+
-7124502130004580601,1,30,129-31
-6837231357697003542,1,50,139+
5962286329265027871,0,63,043+
6221363975493671776,0,40,033-42
-3350316499231125256,0,24,024-26
-3606397892081255618,1,27,127-28
-5203822595876879424,1,27,127-28
4108573613225071872,1,27,127-28
-3840363257784609510,1,31,129-31
-3290017544157521344,1,45,139+
6733693537615676855,1,29,129-31
-1281065300129943603,1,29,129-31
-3764517332110721572,0,30,029-32
9132041579920627992,1,25,123-26
-2679070792879016062,0,35,033-42
-7268495423226941601,0,29,029-32
-932494758585981877,1,35,132-38
6086924270252951662,1,29,129-31
-2707081968043765830,1,26,123-26
-516248960697671542,1,44,139+
8490816842193918494,1,20,122-
-3033411730206919795,1,24,123-26
-1351462401524912611,1,24,123-26
3676396127882157753,1,23,123-26
2260203698789974775,1,29,129-31
2189726101128360969,1,22,122-
4325315949074412913,1,19,122-
-5116017778234283104,1,26,123-26
3505381419117672595,1,40,139+
2534522983866162472,1,48,139+
-766661935332927556,0,21,023-
-4469097678983896278,0,21,023-
-7731957176079372242,1,20,122-
7633578195804374256,1,20,122-
-1568113201723806722,1,30,129-31
-4718010582022757541,1,39,139+
-2315490628348884965,0,20,023-
-2628884072205992070,1,45,139+
2739893612868498424,1,45,139+
-3674124162053325893,0,36,033-42
-2525435584779896242,1,31,129-31
256137131711488327,1,33,132-38
6147711413040086871,0,34,033-42
517648912153537823,1,30,129-31
3414668448329206795,1,21,122-
572504427156263196,1,35,132-38
-8318939914450418416,1,35,132-38
8920325925448261971,1,35,132-38
6122889144266564881,1,35,132-38
8253544694202492992,1,35,132-38
3833696187576654644,0,26,024-26
6071491541905302743,0,25,024-26
-2613945996139557797,0,26,024-26
2504372292124004448,1,29,129-31
-3514045779757843204,0,27,027-28
-4534731697824385171,1,38,132-38
6507367373299585450,1,33,132-38
-8981768707637313252,1,62,139+
-1057282883626615799,1,23,123-26
2899186796783803170,1,22,122-
8676542652044611939,1,28,127-28
354355258166647488,1,27,127-28
9124191017621742216,1,27,127-28
4121008932198517326,1,27,127-28
1285271470445440299,1,27,127-28
8477102920197316999,1,27,127-28
1556063603403047445,1,27,127-28
-6632135232377791916,1,27,127-28
2933650446623249026,1,27,127-28
7684526314983821855,1,27,127-28
-7944559487877076580,1,29,129-31
-2951745826395698408,0,33,033-42
-8288222216912271806,0,33,033-42
4054943093199947401,0,33,033-42
4234934507595482452,1,29,129-31
7182757096050367363,1,36,132-38
-5632849020376596837,1,34,132-38
6974420445984572220,1,26,123-26
2692831151360189691,1,31,129-31
7574026807156259724,1,30,129-31
1367345384531294032,1,40,139+
-5733055376333824504,1,30,129-31
-3332311879077984089,1,41,139+
-7413646861731686900,1,41,139+
-4191361487642259794,0,27,027-28
-1303044623146120280,1,36,132-38
-8062115979955104939,0,26,024-26
5608915285881931503,0,33,033-42
-1807408236200222333,1,31,129-31
-7952390533228312260,0,23,023-
-1232697604743045960,0,29,029-32
8665726972001295126,1,22,122-
645756128310429438,1,22,122-
-2151196345209318368,1,27,127-28
4639953031186041071,1,27,127-28
1385986986086114135,1,40,139+
8708763797566192296,0,32,029-32
-730068013694233921,1,24,123-26
423629140371886267,1,24,123-26
4964937516304318013,1,41,139+
2096194526542468598,1,41,139+
3666596449478001905,1,18,122-
2840884164148868871,1,22,122-
5412152743422635359,1,29,129-31
-6945638252174367938,1,29,129-31
2444495165673773023,1,53,139+
-6609701419341795015,1,18,122-
5927310222153068585,1,18,122-
8239545349533650387,1,18,122-
7209974650928426800,0,33,033-42
1161201309686437667,1,27,127-28
-6233371231488827566,1,33,132-38
-5999311319498903815,0,40,033-42
7997662564667059042,1,39,139+
-2741147956947566995,1,39,139+
8179474069869879770,0,25,024-26
6945679272627688954,1,28,127-28
-2015661070473482352,1,34,132-38
-5797183279313710010,1,34,132-38
-3996859646972439896,1,33,132-38
1098204265858505650,1,30,129-31
3526795765344233624,1,56,139+
3253310698989216980,1,29,129-31
649289471545023735,0,22,023-
1183559416704491841,0,22,023-
8857079104238795361,1,17,122-
771579627858062542,1,26,123-26
-748768500722129507,1,37,132-38
-7154018940731021955,0,64,043+
-1925244637129260869,1,42,139+
-9194480390249051358,1,19,122-
-2852608869894303837,1,19,122-
-2673778449160144236,1,19,122-
4254435189288454939,1,19,122-
939900770280083907,1,30,129-31
3674937129625472364,1,30,129-31
-797021157853954838,1,41,139+
7449940675800307769,1,23,123-26
-2497688700169950818,1,25,123-26
-3456432849453628571,0,34,033-42
-3572508925838819896,1,26,123-26
-2052906694475860702,1,29,129-31
-4911078699445619393,1,30,129-31
1309156861510510612,1,22,122-
-5969265696048647962,0,21,023-
-4555379606242944336,1,53,139+
8246057177748854378,0,60,043+
-735660020329529282,1,31,129-31
-8368618057354517770,1,45,139+
-6379108036294803055,1,24,123-26
-7782104354966854167,1,24,123-26
7430697600215163474,1,24,123-26
6381450865101709561,1,19,122-
9082672769149623570,1,35,132-38
-5315654537656948737,0,32,029-32
-1729168672437136510,0,48,043+
6638106487630069367,1,31,129-31
-8383859312647608575,0,45,043+
-1311880598550940462,1,52,139+
-2208657764618496181,1,52,139+
3959228215334328335,1,31,129-31
-4707359984110825897,1,30,129-31
-3287756924026051978,0,32,029-32
-8178989949882850708,0,32,029-32
8203188744382487333,1,28,127-28
-1032421229388084233,1,26,123-26
7941945764660330836,1,29,129-31
-9145298347103112365,1,46,139+
-8820748864131020749,1,25,123-26
-6579856841693227148,1,20,122-
-2295438604865242836,1,35,132-38
3041920637399143337,1,35,132-38
-7659770308267219610,1,35,132-38
-2928717128781693857,1,35,132-38
4266670954999979470,0,25,024-26
-4660967967664722680,1,27,127-28
-773924306941152706,1,32,132-38
7859005098387366613,0,31,029-32
1163698300701833861,0,27,027-28
9027567347196824349,0,30,029-32
-5090617459275013448,1,24,123-26
7466879186986304912,0,19,023-
3795110696781534961,0,35,033-42
2924557770001720646,1,28,127-28
-8303071920648820927,0,19,023-
2151914653247227058,1,24,123-26
4927893428863046023,1,28,127-28
-4470449661487820740,1,39,139+
-2130593045284981051,1,25,123-26
-5577503046502325539,0,28,027-28
8514259389685442880,0,26,024-26
6372674607399603059,0,26,024-26
-7196671668433442765,0,26,024-26
2265884296748523368,0,26,024-26
9117218776041219626,1,19,122-
2105001779605494800,0,24,024-26
3366891136410866508,1,33,132-38
-5332603796665305689,0,38,033-42
5562047155996095114,1,17,122-
2601723902618814027,1,17,122-
-8794475057937155057,1,17,122-
3287925572655457388,0,42,033-42
543133008169329122,0,42,033-42
295605710244051482,1,23,123-26
-4808990985641717069,1,43,139+
-7127099925952457693,1,19,122-
-4755270419516683635,1,44,139+
5468694325636284850,0,19,023-
-4706322625020669199,1,41,139+
7258750623320655006,1,41,139+
4211685073221150868,1,41,139+
2616626742133332328,1,33,132-38
5481721231043458828,0,30,029-32
835377383707762339,1,38,132-38
6442899995269744976,1,48,139+
-720734523177098876,1,27,127-28
-7200516594215424114,1,39,139+
-2137335654951095338,0,20,023-
7135632829085849775,0,33,033-42
-35898745169521179,0,28,027-28
6761222958751609039,1,23,123-26
-3559550203764382834,0,66,043+
-8787484814660869849,0,25,024-26
6489880256975247938,0,25,024-26
-2367864085817450047,1,29,129-31
-5488372891137041697,1,18,122-
2612061177348709803,0,35,033-42
4936181728443954764,1,21,122-
2992917306918277359,1,21,122-
-4954188115501899037,0,48,043+
879839893154210812,1,40,139+
3129676498883791302,0,22,023-
5176631714768874994,1,33,132-38
1149289179083747370,1,33,132-38
-4347869570244999954,1,33,132-38
7848066198054528305,1,39,139+
5168490094075737068,0,33,033-42
4679914024309317662,0,24,024-26
-1073435017429007321,1,60,139+
3222030665912138620,1,30,129-31
3438579031794104320,0,25,024-26
-4108226266649839376,0,31,029-32
-6700443153100268466,1,26,123-26
-7773880518172398064,0,31,029-32
-7835516348698068256,1,25,123-26
-8804256058365788094,1,20,122-
5949490114935384478,0,27,027-28
-5384399195083916258,1,18,122-
-1110365022879677286,1,18,122-
-3219162051528493434,0,36,033-42
334158445855289343,1,18,122-
-4320214471004502704,0,19,023-
247985393154215454,1,33,132-38
8225690677197234823,1,21,122-
6709563601604160935,0,38,033-42
-5465199611899594344,1,27,127-28
760638143211986699,0,34,033-42
6831344869054760278,0,24,024-26
-4568619447668648690,1,26,123-26
3868292597021312141,0,33,033-42
3520970688619797380,1,37,132-38
-4770616948683604188,0,23,023-
-7647692859278708276,1,43,139+
3475981318762832141,0,19,023-
-4784574026729712969,1,31,129-31
-3983147386519654242,1,31,129-31
7707881962329755684,1,18,122-
-7954782808538033622,1,18,122-
-8358378138018323927,1,18,122-
2566266827724282963,1,18,122-
7543329374334830377,1,18,122-
5521545983483894822,1,33,132-38
-62125136730870692,0,25,024-26
-1578803036439360872,0,26,024-26
6689666058401038559,0,44,043+
-9172530125858559119,1,43,139+
1717633128456805424,0,28,027-28
-6806143128475861252,0,28,027-28
682490113956535608,1,30,129-31
-4131228519504751902,1,23,123-26
-8932232232053168981,1,29,129-31
4848322599941440389,0,36,033-42
5116638273910281326,0,21,023-
-6672561863698844440,1,38,132-38
4300617058135381309,0,19,023-
-8401293608449159849,1,31,129-31
5873548619641017648,1,27,127-28
6642026016255760579,1,27,127-28
8249839980918876078,0,47,043+
-5686063698659898154,1,46,139+
4413058316879641658,1,39,139+
3828589066526842448,0,20,023-
1325375832615301911,1,46,139+
-1197316307589085003,1,59,139+
-2113457110213885120,1,52,139+
-8034368738794423662,1,27,127-28
-5933373333013104418,0,20,023-
-2180577908480078273,1,44,139+
-3737223634793589093,0,39,033-42
3085730641794407813,0,39,033-42
5235167173602763744,0,39,033-42
-4167657819276794197,0,34,033-42
1065935630528297285,0,28,027-28
-3191552944275712100,0,33,033-42
5079026096495492818,0,21,023-
3479920970275204168,1,33,132-38
-5628105089049740135,1,24,123-26
2852745882288321496,1,27,127-28
552941134237193119,0,27,027-28
521126363562190161,0,27,027-28
-5508546343589234097,0,21,023-
9209900739924454431,1,32,132-38
2602299517602061786,1,26,123-26
6068713481977958274,0,22,023-
3377420854700400681,0,18,023-
2729592988290521909,0,18,023-
4173319666211434844,1,37,132-38
-1899066963782541082,1,28,127-28
-8179812072352386417,0,42,033-42
-7832151541918636760,1,44,139+
-3930020914536201582,1,44,139+
7938775826682381023,1,29,129-31
7463389077533654645,0,29,029-32
-3006891559560416051,0,29,029-32
-75939356845932136,1,48,139+
-5229895330205336434,1,21,122-
6384479323306881626,0,22,023-
-1631016466921288109,0,35,033-42
7332542294959017427,0,25,024-26
-5735860850639585450,1,29,129-31
-2693931763854896338,1,36,132-38
9184216106667533098,1,30,129-31
7777914580178778408,1,46,139+
-6846003257721017991,1,24,123-26
77914233688352601,1,33,132-38
4071393584303439093,1,33,132-38
-499930567504108363,1,17,122-
-4959952854848678915,1,45,139+
3457429638088732085,1,26,123-26
5308143266063721805,1,29,129-31
6632391407497377619,0,21,023-
7988998162099839029,1,36,132-38
-7726272711792548702,1,28,127-28
-5900827902138664551,0,46,043+
3459599494622573614,1,45,139+
-634858263212989801,1,45,139+
2817796897359614688,0,21,023-
2774838061233715685,1,48,139+
8257582591919263398,0,28,027-28
-2583834043888218939,0,28,027-28
-3389605147156464826,1,45,139+
8370753610248375140,1,28,127-28
-6517885214907429965,1,25,123-26
1707818179687077702,0,51,043+
4040974900596544273,0,25,024-26
8798628651284650016,0,23,023-
-1530268174541308225,0,23,023-
3542738382336375865,1,44,139+
893824815988357086,1,44,139+
-3690855633723349515,1,44,139+
-369404186316494502,1,40,139+
9005159624366464920,0,28,027-28
-5485020090367713538,0,21,023-
-5134964169089461718,0,35,033-42
-2567508098663536817,1,30,129-31
8166271569716501975,1,24,123-26
-384419306096992457,1,27,127-28
4999170782536381780,1,27,127-28
3650932195462546023,0,28,027-28
2521265672352025949,1,34,132-38
2728472601482195004,1,27,127-28
-741985799537082826,0,23,023-
-4265643042635073565,0,23,023-
7669485703887877918,1,29,129-31
4216724243933228708,1,29,129-31
-9146664150258359217,0,37,033-42
7417151582294463711,0,37,033-42
-3751642742996190557,0,37,033-42
-439959869692527464,1,29,129-31
-1999202254663309863,1,26,123-26
-6320964528565447285,0,43,043+
-7804296101691453441,0,43,043+
-8954174985131036732,1,26,123-26
4902324177771394482,1,48,139+
5092935688861785586,1,48,139+
-8727331373345618945,1,48,139+
5216275118709426510,1,54,139+
-5183213769707904676,1,23,123-26
-3033166050550388432,1,23,123-26
5684486937512593768,1,23,123-26
707624382089638875,0,19,023-
-1439575032333915836,1,47,139+
9106180636338158544,1,47,139+
8031368729181342255,1,47,139+
1177754994560395332,0,21,023-
-6356719128620178779,0,25,024-26
5537946146328938712,1,27,127-28
-5423275296217608853,1,26,123-26
4144241779370252924,0,37,033-42
-2552277030611538998,1,32,132-38
5999652053736411354,0,41,033-42
-7014870493262490392,0,41,033-42
-3384569464525537276,1,29,129-31
5114774694231696234,1,31,129-31
-328850958852900201,0,42,033-42
7148068613608906576,1,26,123-26
3196302945715438511,1,32,132-38
3244812639593246581,0,24,024-26
-8991468952427266816,0,46,043+
3718036089203068169,1,24,123-26
-6573776541139656849,1,24,123-26
6904139909522197676,1,33,132-38
4103366047746406029,1,32,132-38
3543094931598066871,1,43,139+
-4932386282225487885,1,23,123-26
8128741853927258649,1,23,123-26
1893660005806591132,0,27,027-28
-6064527084805083733,0,28,027-28
-1058266770444320095,0,28,027-28
4960747779783660459,1,35,132-38
2816997506138857037,0,22,023-
-8232799639019330812,0,22,023-
-796971280960258530,1,50,139+
4422647757443534362,1,31,129-31
7653316877767828965,1,39,139+
-1051884239595163608,0,24,024-26
-512140372226387582,0,36,033-42
5363738996507149316,0,36,033-42
5407497650292396730,0,24,024-26
-9201434269962947628,1,35,132-38
-8408713932507435764,0,33,033-42
5776942624092363451,1,23,123-26
4002979420328507965,0,25,024-26
304615414857869982,1,29,129-31
-3403760067158818344,0,24,024-26
-5390680929830111267,1,39,139+
-8758266120234645706,1,45,139+
2536631280396258780,1,25,123-26
4080341406890523794,1,24,123-26
5661923436823437883,1,24,123-26
-1222992100784200719,0,37,033-42
4021869075309484396,1,32,132-38
-1493965596941040759,1,32,132-38
6175955660096718966,1,32,132-38
-1629016880023971179,1,29,129-31
5400985333704445906,0,43,043+
-8617846518879813139,1,28,127-28
6974738683971424976,1,51,139+
-3225940989430564468,1,51,139+
5162378624545521029,1,30,129-31
-609485434250876575,1,22,122-
-2780807603852921235,1,31,129-31
2870458796986146833,1,27,127-28
-5415429702506628947,0,37,033-42
-3250255595071349161,1,21,122-
-7051426127178047621,0,19,023-
669704563633624656,0,19,023-
-3925338042295277868,1,53,139+
-6498643662225357069,0,25,024-26
8018457653717221918,1,25,123-26
-3783642354196744917,1,19,122-
-6904195515183229064,1,41,139+
-3855555994223560708,1,24,123-26
7896971873043829839,1,46,139+
-274246341236062924,1,46,139+
6691978035504004061,1,43,139+
-3588348923277587462,0,37,033-42
-223272791077239654,1,36,132-38
5017403340008071386,1,24,123-26
-4934321557464100698,1,29,129-31
8831596746367083356,1,35,132-38
2073896852080575541,1,35,132-38
-7956117626595296934,0,35,033-42
5447822007460485698,1,47,139+
-6178756913767127708,0,33,033-42
787737173671699036,1,30,129-31
4007580549733959493,0,32,029-32
5065215458483212614,0,24,024-26
-7386716165436505663,0,31,029-32
2086975844680200909,0,31,029-32
4117508908511664857,0,51,043+
-3977545686144602756,0,29,029-32
-8971723557942196925,1,30,129-31
3824688312127954482,1,15,122-
1722171653630325211,1,21,122-
1954953395716037843,1,31,129-31
-2155522193132771513,1,31,129-31
-6273737765275262481,1,24,123-26
-2793783347427410251,0,22,023-
6536349942980514930,0,22,023-
1687864122952206085,1,33,132-38
8665671882936506574,1,33,132-38
7492721509444321591,1,33,132-38
-887854960539688221,1,33,132-38
8419521374619453595,1,37,132-38
-7671382239709825616,0,32,029-32
1272112615148621721,1,25,123-26
-6196149299425888671,1,33,132-38
2719276081962012150,1,23,123-26
5001291649791899203,1,50,139+
-3127469159859162581,0,36,033-42
2822423706517426301,1,46,139+
5607274318122269302,1,30,129-31
5635100001859219954,0,30,029-32
-3321801175811231548,0,30,029-32
-8297005919626448688,0,30,029-32
7858297433429776836,0,30,029-32
-6782114630303010478,0,30,029-32
-7019931196819826887,1,34,132-38
1624651474087722253,1,34,132-38
-785422958226470826,1,34,132-38
-2659167497805707491,1,34,132-38
-6996358278738416555,0,25,024-26
-2511249988293727314,0,25,024-26
-2907733948052656668,0,28,027-28
-2196360646630927782,1,50,139+
-3585158038438888161,1,21,122-
2766406483634994707,0,26,024-26
-2364153420245641764,1,25,123-26
-1662678492603852732,0,27,027-28
-3145011628512222178,0,53,043+
2191785295879064441,1,33,132-38
-7641253094843177041,1,33,132-38
91841036913271833,1,20,122-
4344830536973988464,1,20,122-
4117350523435294758,0,42,033-42
6001432542209529896,1,42,139+
8498873287374087745,0,27,027-28
-8632831146764307539,0,31,029-32
8041570386391538530,0,25,024-26
9208094314529229909,0,29,029-32
2090909332094427240,1,30,129-31
-456836278151436451,0,42,033-42
-2579554340412317862,1,26,123-26
3896164030745162565,1,25,123-26
-78503650062478259,1,25,123-26
5664958207409442521,0,34,033-42
1410692796480291561,0,34,033-42
-1225665788832824551,0,30,029-32
-7448093538825065280,0,36,033-42
6941388663947079093,0,29,029-32
-8777945457386615008,1,25,123-26
-2410399226016639695,0,35,033-42
-8068941642506519234,1,31,129-31
-7151770491998506992,1,22,122-
-5442014035590327093,1,22,122-
498913550029127399,0,22,023-
1369032218119424570,1,28,127-28
-2770828383437183676,1,48,139+
7615346411691363222,1,48,139+
-8411343270240615283,1,39,139+
-706819636929224451,0,41,033-42
-6469026045772465017,1,49,139+
2237617696750969751,1,49,139+
-6834795938372996876,0,34,033-42
278271373692969738,0,34,033-42
-3551017538127433661,1,70,139+
6204899000063729747,1,26,123-26
7740472632505276922,1,32,132-38
-2181076312496923340,1,37,132-38
-8298688555308619693,1,27,127-28
8566074790694056637,1,23,123-26
8164207601885871915,0,75,043+
1192451867487786299,1,19,122-
4594919322095221831,0,36,033-42
6946735736190740892,1,21,122-
-1397837468952968593,1,26,123-26
-3965900139993062690,1,37,132-38
7441298789680877422,1,33,132-38
7195945687443233373,1,36,132-38
-7286400298996712130,1,26,123-26
-1456660917738787421,1,26,123-26
-2795526424246069680,1,26,123-26
-134444954475286235,1,31,129-31
6933080941935501704,1,39,139+
6098995646268604662,0,20,023-
-6926375097546258753,1,29,129-31
4914460648027762854,0,34,033-42
7666728034825443796,1,36,132-38
6561312204729235291,1,36,132-38
-4582385549611967565,1,18,122-
-5310507954009907753,1,35,132-38
-2319918862045569167,1,23,123-26
-4005509995787101159,1,23,123-26
3983953498084999923,1,33,132-38
-1978980272399490849,0,44,043+
5278121676859007158,0,44,043+
-2337407650989487177,1,50,139+
-8646287463694435443,1,24,123-26
4729458712071480420,1,41,139+
-8305484070001360894,1,35,132-38
-7335663706624405686,1,35,132-38
8734137732459325122,1,35,132-38
-6461933921786713886,1,22,122-
7782931817263113498,0,59,043+
-7448653611342312354,1,22,122-
-5032458690631658803,1,37,132-38
-335456532294553235,1,31,129-31
3385522344604056845,0,53,043+
8255690690299726641,1,24,123-26
-22081230632071640,1,24,123-26
6968859538224878547,1,24,123-26
809693551538717686,1,24,123-26
-8070786611901013747,1,24,123-26
-811019539679688231,0,24,024-26
-8832565197164090865,1,23,123-26
-6763290101245158479,1,44,139+
-837818040320272415,1,45,139+
-3532613804595286319,0,23,023-
7072935210130772208,1,30,129-31
-1125850403524387291,1,24,123-26
-8642757463630124051,0,44,043+
5613698375087422659,0,44,043+
5013488960026006554,1,44,139+
3837502347969424752,1,34,132-38
-5311921713358452580,1,25,123-26
3775107683976136187,0,36,033-42
7003485869734418874,1,34,132-38
-2670644926282579003,1,22,122-
4272817560985387114,1,24,123-26
6503544207619841164,1,24,123-26
-1477321448895052419,1,24,123-26
-5335225619428600637,1,24,123-26
6588120623102492717,0,37,033-42
-2026152922764339351,0,33,033-42
8574398431674340688,0,33,033-42
6108476490649069275,1,20,122-
3603779389398596361,1,20,122-
1959431234786827565,1,21,122-
2207208304601200686,0,19,023-
-5285501386201108761,1,35,132-38
225533372092117294,0,26,024-26
-4504769644116095928,0,26,024-26
-7434234152604574597,0,18,023-
2383167456130230427,1,22,122-
8800920500221513335,1,50,139+
-2773768390333161983,1,40,139+
-7831304136445715900,1,48,139+
3961642681914525820,0,29,029-32
9076289112160945840,1,26,123-26
-5659264759459364190,0,21,023-
-934344045356762186,0,25,024-26
-507624096707022538,0,25,024-26
2117841119350459304,1,20,122-
8885742140350321973,1,40,139+
-3524385552823602116,1,40,139+
-9140293699412993860,1,38,132-38
5017170194453871509,1,28,127-28
4754472580322141970,1,28,127-28
8514613047343195484,1,22,122-
1458929075399446958,1,22,122-
-7420649618279596778,1,22,122-
-606077365111065696,1,22,122-
4145904488631208468,1,22,122-
5803195849211443945,0,30,029-32
8795434320644947601,1,12,122-
-6955460028078515389,1,42,139+
6825201617040162681,0,26,024-26
-8528394326441418921,1,17,122-
-3648794190937671404,1,65,139+
-3120366936607681129,0,36,033-42
5235745300762742917,0,32,029-32
-4603555771889050271,0,26,024-26
8639040072862942605,1,34,132-38
4303299291839821558,1,45,139+
-121216896683109410,1,29,129-31
5749744453335425211,1,46,139+
4581735788682312054,1,22,122-
-7065062714066140996,0,45,043+
7377633180130339987,1,28,127-28
-4092284044504212543,0,38,033-42
-8932961254498140813,1,37,132-38
-8860452684382824629,1,37,132-38
318039883478465596,1,37,132-38
-5415588918618917032,1,37,132-38
5222694077348032100,1,37,132-38
7013025219720943416,1,37,132-38
-6409276047897135512,1,51,139+
-3409343349490234137,0,33,033-42
1138982418580327739,1,62,139+
-7889584379883371489,1,43,139+
-4442791116741816064,1,43,139+
-5019277647504317457,0,32,029-32
4448299900651391978,0,29,029-32
5233963855998731685,0,29,029-32
6706326472132837148,0,37,033-42
5539244613011165244,0,57,043+
-2062739938295886686,1,29,129-31
6447755340384224994,1,33,132-38
-249192642960344022,1,29,129-31
-1870888110930633498,0,39,033-42
4176615704797624140,0,39,033-42
-4121431472256701564,0,26,024-26
-4688658097966524549,0,35,033-42
-4963191764036878320,1,20,122-
-2974302458034385866,1,20,122-
8026817445213593849,1,24,123-26
2570395795128150990,1,32,132-38
1535721920273496352,0,30,029-32
-4641773544750648507,0,28,027-28
4955214194037426666,0,45,043+
2203558007786324918,1,49,139+
-3381401643988669325,1,28,127-28
8929313272536568746,1,37,132-38
-4916282084932633957,1,41,139+
7502168439314904915,0,23,023-
6631283234914616925,1,21,122-
1357267270093031140,1,25,123-26
4149916619478475081,1,47,139+
8258950356820267770,1,25,123-26
1515650710923199481,1,27,127-28
-8971655432783870296,0,21,023-
-9167060588995723650,0,48,043+
4568272394246300521,1,60,139+
2400522500433485834,0,38,033-42
825153657464315599,1,30,129-31
-5950970600177266397,1,30,129-31
1245027825547138345,0,75,043+
-6203434130232912094,1,50,139+
-5703290425320211240,1,23,123-26
-8134222671630737031,1,24,123-26
-8528365531186657286,1,18,122-
3247822544392457380,1,36,132-38
1315860141721777300,0,25,024-26
-7495392210335806675,1,20,122-
-1277266581808121479,1,20,122-
-7106494873898833889,1,29,129-31
-3101089602876536982,1,29,129-31
-7915223718147609432,1,37,132-38
678858783751530303,0,20,023-
-8356714723502414974,0,24,024-26
4629091466546322894,1,29,129-31
-616357650050212099,1,23,123-26
6787959474024830025,1,37,132-38
2448368736719453288,1,26,123-26
-4046433638394155532,0,29,029-32
-8029062953550101773,1,48,139+
7707333499590833500,1,51,139+
6059476937176350088,0,59,043+
-67358379981008076,1,64,139+
-7834077547748695777,1,23,123-26
-2278298620554123697,0,35,033-42
2942527401893441681,1,28,127-28
8265767725342957408,1,34,132-38
3539994971998710576,1,35,132-38
-8657414628702117422,1,35,132-38
6446441488478273249,1,31,129-31
6390522750199135028,1,38,132-38
-1296682709367938776,0,24,024-26
-846870034785203422,1,55,139+
-661279911624617888,1,53,139+
-5409989408190184756,1,53,139+
7536882359172979352,1,53,139+
-3175446092653837555,1,53,139+
4130545496999391688,1,53,139+
-4200435775809418653,1,53,139+
-714994112141985179,1,53,139+
-1249475143852264694,1,34,132-38
-854334950563800171,0,21,023-
7422693279580495344,1,29,129-31
6431995393547926521,1,29,129-31
-2497154734277015719,1,29,129-31
-280901088089759778,1,26,123-26
-7904057417122075923,0,33,033-42
3820268299187200307,0,28,027-28
-4567595472034698613,0,33,033-42
2934829043676042357,1,18,122-
-8269941980648371264,0,20,023-
5650091909638585721,0,20,023-
3242088731852387578,1,28,127-28
5305172558884056261,0,31,029-32
-8940229698774206531,0,34,033-42
6572311821816271275,1,27,127-28
-1955126429469842852,1,20,122-
5242963695962007906,0,22,023-
8619009934071014100,1,22,122-
2172702405140645414,1,49,139+
-7728407547075353135,0,25,024-26
8744610399124317189,0,25,024-26
-6199709906927947436,1,19,122-
9169868361009488999,1,30,129-31
2808068418888027555,0,30,029-32
3305588862350766980,1,61,139+
-6332233748531979816,1,17,122-
